Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
elv_rqhash_add,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,elv_rqhash_add,[Unknown],0xffffffffa80a6950
elv_rqhash_find,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,elv_rqhash_find,[Unknown],0xffffffffa80a6e50
enqueue_hrtimer,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,enqueue_hrtimer,[Unknown],0xffffffffa7d230b0
entry_SYSCALL_64,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,entry_SYSCALL_64,[Unknown],0xffffffffa8800010
find_busiest_group,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,find_busiest_group,[Unknown],0xffffffffa7cd9690
find_first_bit,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,find_first_bit,[Unknown],0xffffffffa80ec260
find_next_zero_bit,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,find_next_zero_bit,[Unknown],0xffffffffa80ec3d0
find_vmap_area,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,find_vmap_area,[Unknown],0xffffffffa7e5c8b0
flush_tlb_mm_range,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,flush_tlb_mm_range,[Unknown],0xffffffffa7c84600
free_perturb,0.087163,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,free_perturb,malloc.c,0x95291
free_pgd_range,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,free_pgd_range,[Unknown],0xffffffffa7e44920
free_unref_page_commit,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,free_unref_page_commit,[Unknown],0xffffffffa7e0ded0
func@0x1ca40,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libgomp.so.1.0.0,func@0x1ca40,[Unknown],0x1ca40
futex_wait,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,futex_wait,[Unknown],0xffffffffa7d36890
get_swap_bio,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,get_swap_bio,[Unknown],0xffffffffa7e61b80
hrtick_update,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,hrtick_update,[Unknown],0xffffffffa7ccf120
lru_cache_add_anon,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,lru_cache_add_anon,[Unknown],0xffffffffa7e1af00
mem_cgroup_from_task,0.087163,-0.0,0.0,0.0,100.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,mem_cgroup_from_task,[Unknown],0xffffffffa7e9a020
memcg_check_events,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,280008400,140004200,0,0,0,0,0.0,vmlinux,memcg_check_events,[Unknown],0xffffffffa7e9de40
mempool_alloc,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,mempool_alloc,[Unknown],0xffffffffa7e08720
mod_delayed_work_on,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,mod_delayed_work_on,[Unknown],0xffffffffa7cb5af0
native_set_pte_at,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,native_set_pte_at,[Unknown],0xffffffffa7c73aa0
nohz_balance_exit_idle,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,nohz_balance_exit_idle,[Unknown],0xffffffffa7cdb400
note_gp_changes,0.087163,0.0,0.0,100.0,0.0,100.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,note_gp_changes,[Unknown],0xffffffffa7d134b0
on_each_cpu_cond_mask,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,on_each_cpu_cond_mask,[Unknown],0xffffffffa7d3a6c0
page_anon_vma,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,page_anon_vma,[Unknown],0xffffffffa7e2d690
page_evictable,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,page_evictable,[Unknown],0xffffffffa7e21710
page_swapcount,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,page_swapcount,[Unknown],0xffffffffa7e65830
pagevec_lru_move_fn,0.087163,0.0,0.0,0.0,100.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,pagevec_lru_move_fn,[Unknown],0xffffffffa7e1aa40
percpu_counter_add_batch,0.087163,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,percpu_counter_add_batch,[Unknown],0xffffffffa8111630
pointer_string,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,pointer_string,[Unknown],0xffffffffa86355d0
psi_memstall_leave,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,psi_memstall_leave,[Unknown],0xffffffffa7cf01f0
pvclock_gtod_notify,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,kvm,pvclock_gtod_notify,[Unknown],0x15250
raise_softirq,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,raise_softirq,[Unknown],0xffffffffa7c9d2f0
rb_erase,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,280008400,0,0,0,0,0.0,vmlinux,rb_erase,[Unknown],0xffffffffa8630820
rcu_report_qs_rnp,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,rcu_report_qs_rnp,[Unknown],0xffffffffa7d119a0
rcu_segcblist_ready_cbs,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,rcu_segcblist_ready_cbs,[Unknown],0xffffffffa7d16160
record_times,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,record_times,[Unknown],0xffffffffa7cefdf0
ret_from_intr,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,ret_from_intr,[Unknown],0xffffffffa880094f
"ripples::FindMostInfluentialSet<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>, ripples::ToolConfiguration<ripples::IMMConfiguration, ripples::OutputConfiguration, ripples::GraphInputConfiguration>, std::vector<unsigned int, std::allocator<unsigned int>>>",0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"ripples::FindMostInfluentialSet<ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>>, ripples::ToolConfiguration<ripples::IMMConfiguration, ripples::OutputConfiguration, ripples::GraphInputConfiguration>, std::vector<unsigned int, std::allocator<unsigned int>>>(signed char, ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::BackwardDirection<unsigned int>> const&, ripples::ToolConfiguration<ripples::IMMConfiguration, ripples::OutputConfiguration, ripples::GraphInputConfiguration> const&, std::vector<std::vector<unsigned int, std::allocator<unsigned int>>, std::allocator<ripples::ToolConfiguration<ripples::IMMConfiguration, ripples::OutputConfiguration, ripples::GraphInputConfiguration> const&>>&, ripples::IMMExecutionRecord&, bool, ripples::omp_parallel_tag&&)",new_allocator.h,0xacca
"ripples::WeightedDestination<unsigned int, float>::WeightedDestination",0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,840025200,0,0,0,0,0.0,imm,"ripples::WeightedDestination<unsigned int, float>::WeightedDestination(unsigned int, float)",graph.h,0x51a78
rwsem_down_write_failed_killable,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,rwsem_down_write_failed_killable,[Unknown],0xffffffffa864e710
schedule,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,schedule,[Unknown],0xffffffffa864af40
scsi_init_command,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,scsi_init_command,[Unknown],0xffffffffa83290d0
security_file_mprotect,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,security_file_mprotect,[Unknown],0xffffffffa801f380
split_huge_pmd_address,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,split_huge_pmd_address,[Unknown],0xffffffffa7e93ac0
"std::__merge_adaptive<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, long, unsigned int*, __gnu_cxx::__ops::_Iter_less_iter>",0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"void std::__merge_adaptive<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, long, unsigned int*, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, long, long, unsigned int*, long, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0x11ff0
"std::transform<ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::sequence_of<ripples::WeightedDestination<unsigned int, float>>::load<ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*>(void, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*)::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1}>",0.087163,,0.0,0.0,0.0,0.0,0.0,0,840025200,0,0,0,0,0.0,imm,"ripples::WeightedDestination<unsigned int, float>* std::transform<ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::sequence_of<ripples::WeightedDestination<unsigned int, float>>::load<ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*>(void, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*)::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1}>(ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::sequence_of<ripples::WeightedDestination<unsigned int, float>>::load<ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*>(void, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*)::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1})",stl_algo.h,0x51bd0
"std::vector<bool, std::allocator<bool>>::operator[]",0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"std::vector<bool, std::allocator<bool>>::operator[](unsigned long)",stl_bvector.h,0x12ab4
strnlen,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,strnlen,[Unknown],0xffffffffa8634540
task_rq_lock,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,task_rq_lock,[Unknown],0xffffffffa7cc6260
tcache_get,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,tcache_get,malloc.c,0x974b8
tick_nohz_tick_stopped,0.087163,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,tick_nohz_tick_stopped,[Unknown],0xffffffffa7d34a90
tlb_flush_mmu,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,tlb_flush_mmu,[Unknown],0xffffffffa7e53a90
tlb_gather_mmu,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,tlb_gather_mmu,[Unknown],0xffffffffa7e53db0
trigger_dyntick_cpu.isra.31,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,trigger_dyntick_cpu.isra.31,[Unknown],0xffffffffa7d20af0
try_to_free_swap,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,try_to_free_swap,[Unknown],0xffffffffa7e65de0
ttwu_do_wakeup,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,ttwu_do_wakeup,[Unknown],0xffffffffa7cc80d0
uncharge_batch,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,uncharge_batch,[Unknown],0xffffffffa7e9e400
unmapped_area_topdown,0.087163,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,unmapped_area_topdown,[Unknown],0xffffffffa7e50520
update_load_avg,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,7.000000,vmlinux,update_load_avg,[Unknown],0xffffffffa7cd10d0
vm_area_alloc,0.087163,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,vm_area_alloc,[Unknown],0xffffffffa7c93180
vmap_page_range_noflush,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,vmap_page_range_noflush,[Unknown],0xffffffffa7e5c120
vsnprintf,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,vsnprintf,[Unknown],0xffffffffa86383d0
wakeup_preempt_entity.isra.76,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,wakeup_preempt_entity.isra.76,[Unknown],0xffffffffa7ccee40
xas_clear_mark,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,xas_clear_mark,[Unknown],0xffffffffa863a8f0
xas_create,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,xas_create,[Unknown],0xffffffffa863ab10
zap_page_range,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,zap_page_range,[Unknown],0xffffffffa7e46c10
[Unknown stack frame(s)],0.0,0.0,0.0,0.0,0.0,0.0,0.0,13020390600,4060121800,700049000,1540107800,1960137200,0,0.0,[Unknown],[Unknown stack frame(s)],[Unknown],0x0
_ZNSt4pairIKjjEC4IJRS0_EJLm0EEJEJEEERSt5tupleIJDpT_EERS4_IJDpT1_EESt12_Index_tupleIJXspT0_EEESD_IJXspT2_EEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,imm,_ZNSt4pairIKjjEC4IJRS0_EJLm0EEJEJEEERSt5tupleIJDpT_EERS4_IJDpT1_EESt12_Index_tupleIJXspT0_EEESD_IJXspT2_EEE,tuple,0x11ed8
__bitmap_and,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__bitmap_and,[Unknown],0xffffffffa80e4590
__disk_get_part,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__disk_get_part,[Unknown],0xffffffffa80beff0
__get_vma_policy,0.0,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__get_vma_policy,[Unknown],0xffffffffa7e77150
"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::__normal_iterator",0.0,,0.0,0.0,0.0,0.0,0.0,2240067200,0,0,0,0,0,7.000000,imm,"__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>::__normal_iterator(unsigned int* const&)",stl_iterator.h,0xf6d9
__hrtimer_get_next_event,0.0,,0.0,0.0,0.0,0.0,0.0,280008400,140004200,0,0,0,0,0.0,vmlinux,__hrtimer_get_next_event,[Unknown],0xffffffffa7d22e70
__page_set_anon_rmap,0.0,,0.0,0.0,0.0,0.0,0.0,420012600,140004200,0,0,0,0,0.0,vmlinux,__page_set_anon_rmap,[Unknown],0xffffffffa7e59020
__swap_info_get,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__swap_info_get,[Unknown],0xffffffffa7e63e10
__switch_to,0.0,-0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,9.000000,vmlinux,__switch_to,[Unknown],0xffffffffa7c2d820
__swp_swapcount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__swp_swapcount,[Unknown],0xffffffffa7e658f0
activate_page,0.0,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,activate_page,[Unknown],0xffffffffa7e1acf0
ata_qc_issue,0.0,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,ata_qc_issue,[Unknown],0xffffffffa8344f70
attempt_merge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,attempt_merge,[Unknown],0xffffffffa80b2150
bio_init,0.0,,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,bio_init,[Unknown],0xffffffffa80a31a0
blk_mq_get_tag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,blk_mq_get_tag,[Unknown],0xffffffffa80b9ea0
blk_mq_start_request,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,blk_mq_start_request,[Unknown],0xffffffffa80b4630
blk_rq_merge_ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420012600,0,0,0,0,0,0.0,vmlinux,blk_rq_merge_ok,[Unknown],0xffffffffa80b2d80
change_protection_range,0.0,-0.0,0.0,0.0,0.0,100.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,change_protection_range,[Unknown],0xffffffffa7e54040
default_do_nmi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,default_do_nmi,[Unknown],0xffffffffa7c33ec0
do_nmi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,do_nmi,[Unknown],0xffffffffa7c33fd0
down_read,0.0,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,down_read,[Unknown],0xffffffffa864d840
futex_wake,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,futex_wake,[Unknown],0xffffffffa7d363f0
grow_heap,0.0,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,grow_heap,arena.c,0x95dc7
hrtimer_forward,0.0,,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,hrtimer_forward,[Unknown],0xffffffffa7d22b90
irq_work_run,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,280008400,560016800,0,0,0,0,7.000000,vmlinux,irq_work_run,[Unknown],0xffffffffa7dc1ae0
mem_cgroup_uncharge_list,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15.000000,vmlinux,mem_cgroup_uncharge_list,[Unknown],0xffffffffa7ea2210
native_iret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,native_iret,[Unknown],0xffffffffa8800a20
native_irq_return_iret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540046200,0,0,0,0,0,9.000000,vmlinux,native_irq_return_iret,[Unknown],0xffffffffa8800a27
page_poisoning_enabled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,page_poisoning_enabled,[Unknown],0xffffffffa7e7e330
pagecache_get_page,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,pagecache_get_page,[Unknown],0xffffffffa7e047a0
pci_mmconfig_lookup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,pci_mmconfig_lookup,[Unknown],0xffffffffa849b600
prepare_exit_to_usermode,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1120033600,0,0,0,0,0,0.0,vmlinux,prepare_exit_to_usermode,[Unknown],0xffffffffa7c040f0
printk_nmi_exit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,printk_nmi_exit,[Unknown],0xffffffffa7d016d0
profile_tick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,profile_tick,[Unknown],0xffffffffa7d1d4e0
put_prev_task_fair,0.0,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,put_prev_task_fair,[Unknown],0xffffffffa7cd3fd0
rcu_irq_exit,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,rcu_irq_exit,[Unknown],0xffffffffa7d147b0
rebalance_domains,0.0,,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,rebalance_domains,[Unknown],0xffffffffa7cda6c0
"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::get_transpose(void) const::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1}::operator()",0.0,0.0,0.0,0.0,0.0,0.0,0.0,980029400,420012600,0,0,0,0,0.0,imm,"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::get_transpose(void) const::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1}::operator()(ripples::WeightedDestination<unsigned int, float> const&) const",graph.h,0x41e7e
"ripples::WeightedDestination<unsigned int, float>::WeightedDestination",0.0,,0.0,0.0,0.0,0.0,0.0,0,840025200,0,0,0,0,0.0,imm,"ripples::WeightedDestination<unsigned int, float>::WeightedDestination(unsigned int, float)",graph.h,0x41e10
"ripples::sequence_of<ripples::WeightedDestination<unsigned int, float>>::load<ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*>(ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*)::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1}::operator()",0.0,0.0,0.0,0.0,0.0,0.0,0.0,560016800,0,0,0,0,0,0.0,imm,"ripples::sequence_of<ripples::WeightedDestination<unsigned int, float>>::load<ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*>(ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*)::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1}::operator()(ripples::WeightedDestination<unsigned int, float> const&) const",utility.h,0x51bd8
sched_clock_tick,0.0,-0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,vmlinux,sched_clock_tick,[Unknown],0xffffffffa7cccea0
"std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_M_clone_node<std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_Reuse_or_alloc_node>",0.0,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,imm,"std::_Rb_tree_node<std::pair<unsigned int const, unsigned int>>* std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_M_clone_node<std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_Reuse_or_alloc_node>(std::_Rb_tree_node<std::pair<unsigned int const, unsigned int>> const*, std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_Reuse_or_alloc_node&)",stl_tree.h,0x41947
"std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_M_copy<std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_Reuse_or_alloc_node>",0.0,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,imm,"std::_Rb_tree_node<std::pair<unsigned int const, unsigned int>>* std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_M_copy<std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_Reuse_or_alloc_node>(std::_Rb_tree_node<std::pair<unsigned int const, unsigned int>> const*, std::_Rb_tree_node_base*, std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int>>, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int>>>::_Reuse_or_alloc_node&)",stl_tree.h,0x41930
